Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close,return,label
1999-10-14 04:00:00,0.5197237080921244,0.5502126138236485,0.5178467061968997,0.5492745637893677,1898803200,0.0,0.0,0.5492745637893677,0.14299637818920874,Up
2000-01-13 05:00:00,0.7091076122132474,0.7411213043550292,0.6942153486738593,0.7261113524436951,1032684800,0.0,0.0,0.7261113524436951,0.10967707203525423,Up
2000-03-01 05:00:00,0.8898150101867486,0.991132293032274,0.8893459602896543,0.9779984951019288,1077003200,0.0,0.0,0.9779984951019288,0.13685800759129774,Up
2000-04-17 04:00:00,0.8218010993005073,0.9301547618879116,0.8185169975875701,0.9296857118606568,409561600,0.0,0.0,0.9296857118606568,0.10726278137343992,Up
2000-09-29 04:00:00,0.4230957503348944,0.4352914990736144,0.3808801556296597,0.3865085542201996,7421640800,0.0,0.0,0.3865085542201996,-0.5186920747090682,Down
2000-10-13 04:00:00,0.3039535836816154,0.332097338922473,0.3002013334902377,0.3311592638492584,1247752800,0.0,0.0,0.3311592638492584,0.1031238093271516,Up
2000-12-06 05:00:00,0.2195223652508343,0.2251507655166027,0.2101408380658132,0.2148311883211136,1374464000,0.0,0.0,0.2148311883211136,-0.1580879536151395,Down
2001-01-03 05:00:00,0.2176462181449144,0.2504802949060347,0.2167081431786759,0.2457899451255798,817073600,0.0,0.0,0.2457899451255798,0.10084155426455288,Up
2001-01-18 05:00:00,0.2673664008442383,0.2814382533920648,0.2645521756289667,0.280500203371048,1227010400,0.0,0.0,0.280500203371048,0.11152372586676096,Up
2001-01-29 05:00:00,0.2936339734611243,0.326468902013572,0.2936339734611243,0.3255308270454407,855528800,0.0,0.0,0.3255308270454407,0.10862796175797551,Up
2001-04-18 04:00:00,0.3237674902792916,0.361442390244815,0.3164125400054597,0.3420791625976562,1100842400,0.0,0.0,0.3420791625976562,0.11715590797765496,Up
2001-04-19 04:00:00,0.3835069534170613,0.3865085825130329,0.354237700407563,0.386058896780014,1873670400,0.0,0.0,0.386058896780014,0.12856595487543765,Up
2001-07-18 04:00:00,0.3269193331574778,0.3419292542351541,0.3065054186375553,0.3120590150356293,1137012800,0.0,0.0,0.3120590150356293,-0.1717128210385528,Down
2002-06-19 04:00:00,0.2607250868390592,0.2641772790979166,0.2533701647779829,0.2569719851016998,1709467200,0.0,0.0,0.2569719851016998,-0.15037201620674034,Down
2002-07-17 04:00:00,0.2421124461929791,0.2431631491637206,0.2280027701075219,0.2346070706844329,1215485600,0.0,0.0,0.2346070706844329,-0.12486189970422257,Down
2003-05-05 04:00:00,0.2216984407575109,0.2533700223408883,0.221398383172823,0.2415113598108291,1555708000,0.0,0.0,0.2415113598108291,0.1134913836693685,Up
2004-07-15 04:00:00,0.490228231822062,0.5047884713459403,0.4819730622468168,0.4942814409732818,1767724000,0.0,0.0,0.4942814409732818,0.11325327423129838,Up
2004-10-14 04:00:00,0.6482845298906192,0.6867100124585658,0.6386777208606578,0.6751523017883301,2768427200,0.0,0.0,0.6751523017883301,0.13157267476766998,Up
2004-11-22 05:00:00,0.9276211232542088,0.9606434001457762,0.8690825706647892,0.9208671450614928,2568210400,0.0,0.0,0.9208671450614928,0.11201708737305016,Up
2006-07-20 04:00:00,1.8300267173272315,1.848939224592211,1.7928015177218155,1.8162169456481931,1972146400,0.0,0.0,1.8162169456481931,0.1182992286610487,Up
2007-11-13 05:00:00,4.828736450320621,5.132840403092737,4.6158937442675,5.102219581604004,1739446800,0.0,0.0,5.102219581604004,0.10535929525626875,Up
2008-01-23 05:00:00,4.088440229318869,4.202816695876241,3.786737939179333,4.174898147583008,3372969600,0.0,0.0,4.174898147583008,-0.10646322912951212,Down
2008-09-29 04:00:00,3.591006847770139,3.5928080962306974,3.019723904081577,3.159918069839477,2622057200,0.0,0.0,3.159918069839477,-0.1791948184511426,Down
2008-10-13 04:00:00,3.138602993797812,3.31812296307419,3.032631577277007,3.3100173473358154,1539076000,0.0,0.0,3.3100173473358154,0.13904928010808937,Up
2008-11-24 05:00:00,2.558013975944004,2.845606663298987,2.5469066793364528,2.790369987487793,1442257600,0.0,0.0,2.790369987487793,0.1255750899841872,Up
2013-01-24 05:00:00,13.931889091205656,14.10543230039888,13.6365929275927,13.644165992736816,1460852400,0.0,0.0,13.644165992736816,-0.12355797257173706,Down
2020-03-13 04:00:00,64.12627561961224,67.76483423256263,61.23575946723115,67.29276275634766,370732000,0.0,0.0,67.29276275634766,0.11980795087783935,Up
2020-03-16 04:00:00,58.572820229839216,62.7197589173465,58.10075235573811,58.6357650756836,322423600,0.0,0.0,58.6357650756836,-0.12864678646066507,Down
2020-03-24 04:00:00,57.21955717748085,59.96239727698541,56.72085964919753,59.76630783081055,287531200,0.0,0.0,59.76630783081055,0.10032545444828123,Up
2020-07-31 04:00:00,99.89794359381725,103.32545597772634,97.89774650192103,103.17495727539062,374336800,0.0,0.0,103.17495727539062,0.1046884949282274,Up
2025-04-09 04:00:00,171.53013119082922,200.1201531468693,171.47028013366514,198.3644561767578,184395900,0.0,0.0,198.3644561767578,0.15328847459654016,Up
