Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close,return,label
1996-07-18 04:00:00,0.1613578518571954,0.1632339888509507,0.1527975533092501,0.1566675156354904,897052800,0.0,0.0,0.1566675156354904,0.23703451391781338,Up
1996-10-01 04:00:00,0.16511104318633,0.1857493990846727,0.16511104318633,0.1848113238811493,539246400,0.0,0.0,0.1848113238811493,0.10985712370698408,Up
1997-01-06 05:00:00,0.1322760370971762,0.1376699353782251,0.1294618380116657,0.1341521739959716,1882832000,0.0,0.0,0.1341521739959716,-0.17816017350398194,Down
1997-03-27 05:00:00,0.1313379832236382,0.144471781546002,0.1294618462060907,0.1397814452648162,1138905600,0.0,0.0,0.1397814452648162,0.11193949617524468,Up
1997-07-11 04:00:00,0.1003800551274021,0.1163280607383997,0.0999110239525271,0.1139828860759735,734944000,0.0,0.0,0.1139828860759735,0.14622490742778949,Up
1997-08-06 04:00:00,0.1895016326459091,0.2082646856839526,0.1876254951820509,0.1974760591983795,4190480000,0.0,0.0,0.1974760591983795,0.3322805024554769,Up
1997-08-07 04:00:00,0.2157692703395516,0.2218675732910981,0.2129550697891991,0.2190533727407455,3755438400,0.0,0.0,0.2190533727407455,0.10926546554531935,Up
1997-08-12 04:00:00,0.1805900047950553,0.1819971049327988,0.1641729639205603,0.1655800640583038,1048398400,0.0,0.0,0.1655800640583038,-0.10177916094091011,Down
1997-12-02 05:00:00,0.1304000047990266,0.1313380676481067,0.1191423237323761,0.1191423237323761,396816000,0.0,0.0,0.1191423237323761,-0.10563299223510314,Down
1998-01-02 05:00:00,0.1022562195758586,0.1219565048813819,0.1013181507136836,0.1219565048813819,718110400,0.0,0.0,0.1219565048813819,0.23808767795776542,Up
1998-01-06 05:00:00,0.1196113077391131,0.150100221719877,0.1106988191084437,0.1421266347169876,1812473600,0.0,0.0,0.1421266347169876,0.19291474485792404,Up
1998-10-09 04:00:00,0.2382845368493482,0.2645521381851387,0.2307800124896768,0.2636140882968902,668236800,0.0,0.0,0.2636140882968902,0.13995772111581917,Up
1999-01-14 05:00:00,0.3414787749004129,0.3452310491389999,0.3081748265655647,0.3105208277702331,1723859200,0.0,0.0,0.3105208277702331,-0.110215255089959,Down
1999-04-27 04:00:00,0.3227166995266459,0.3438240799359648,0.3227166995266459,0.3433550298213959,2106048000,0.0,0.0,0.3433550298213959,0.11755831418207285,Up
1999-09-21 04:00:00,0.549274317422139,0.5497433171781771,0.5178464739260713,0.5197234749794006,3357558400,0.0,0.0,0.5197234749794006,-0.12410982186894459,Down
