Date,NB_Article_Count,NB_Positive_Count,NB_Negative_Count,NB_Neutral_Count,NB_Positive_Ratio,NB_Negative_Ratio,NB_Neutral_Ratio,NB_Net_Sentiment,NB_Net_Sentiment_Ratio,NB_negative_Mean_Proba,NB_neutral_Mean_Proba,NB_positive_Mean_Proba
2011-11-16,10,8,0,2,0.8,0.0,0.2,8,0.8,0.007743674736226525,0.28109953891679673,0.711156786346977
2011-11-17,16,16,0,0,1.0,0.0,0.0,16,1.0,0.0049692686510515015,0.0806840951912618,0.9143466361576872
2011-11-18,9,9,0,0,1.0,0.0,0.0,9,1.0,0.007021720791059295,0.12091305892708237,0.8720652202818587
2011-11-20,1,1,0,0,1.0,0.0,0.0,1,1.0,0.002691975327598594,0.2037566013747144,0.7935514232976878
2011-11-21,11,11,0,0,1.0,0.0,0.0,11,1.0,0.0038883511540271543,0.07227056517424088,0.9238410836717331
2011-11-22,10,10,0,0,1.0,0.0,0.0,10,1.0,0.0031317988815881418,0.05994340116375676,0.9369247999546536
2011-11-23,7,7,0,0,1.0,0.0,0.0,7,1.0,0.0047427005467066945,0.13107146921073595,0.8641858302425577
2011-11-24,6,6,0,0,1.0,0.0,0.0,6,1.0,0.0032747813308051307,0.09517932491554228,0.901545893753652
2011-11-25,5,5,0,0,1.0,0.0,0.0,5,1.0,0.0059937722268680734,0.06900055192582334,0.9250056758473081
2011-11-27,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0037407586026473906,0.11881759772828424,0.877441643669068
2011-11-28,13,13,0,0,1.0,0.0,0.0,13,1.0,0.0033978983739709335,0.03550649838851605,0.9610956032375125
2011-11-29,21,21,0,0,1.0,0.0,0.0,21,1.0,0.0024384786762040337,0.04353780812398886,0.9540237131998075
2011-11-30,32,32,0,0,1.0,0.0,0.0,32,1.0,0.005294299053965772,0.04900429846292564,0.9457014024831092
2011-12-01,32,32,0,0,1.0,0.0,0.0,32,1.0,0.005331783765729106,0.07835125394398879,0.9163169622902824
2011-12-02,21,21,0,0,1.0,0.0,0.0,21,1.0,0.007260784734905941,0.07559261349319353,0.9171466017719002
2011-12-03,4,4,0,0,1.0,0.0,0.0,4,1.0,0.017181745518993867,0.05750681232336754,0.925311442157639
2011-12-04,3,3,0,0,1.0,0.0,0.0,3,1.0,0.0010081450010087684,0.012267624763190993,0.9867242302357991
2011-12-05,27,27,0,0,1.0,0.0,0.0,27,1.0,0.004847452244531821,0.046307304107013635,0.9488452436484541
2011-12-06,28,28,0,0,1.0,0.0,0.0,28,1.0,0.00432235366230041,0.04467681387158595,0.9510008324661141
2011-12-07,23,22,0,1,0.9565217391304348,0.0,0.043478260869565216,22,0.9565217391304348,0.0047316209514971464,0.10179175501771176,0.8934766240307898
2011-12-08,18,17,0,1,0.9444444444444444,0.0,0.05555555555555555,17,0.9444444444444444,0.005339898985636693,0.07309847757217308,0.9215616234421893
2011-12-09,27,27,0,0,1.0,0.0,0.0,27,1.0,0.009427445719101021,0.061424324444763076,0.9291482298361353
2011-12-11,1,1,0,0,1.0,0.0,0.0,1,1.0,0.00017145854269875032,0.0025920505628273544,0.9972364908944655
2011-12-12,21,21,0,0,1.0,0.0,0.0,21,1.0,0.0035097426710062295,0.05368943265300417,0.9428008246759896
2011-12-13,29,28,0,1,0.9655172413793104,0.0,0.034482758620689655,28,0.9655172413793104,0.006256565909551245,0.08796817885266335,0.9057752552377851
2011-12-14,12,12,0,0,1.0,0.0,0.0,12,1.0,0.0013588339064819306,0.031764758654608614,0.966876407438911
2011-12-15,30,30,0,0,1.0,0.0,0.0,30,1.0,0.0024617499569778807,0.036310796464344125,0.9612274535786773
2011-12-16,15,15,0,0,1.0,0.0,0.0,15,1.0,0.0061109707583118815,0.07294966919769584,0.9209393600439921
2011-12-17,1,1,0,0,1.0,0.0,0.0,1,1.0,0.001219633521623604,0.03456411742997902,0.9642162490483992
2011-12-18,4,4,0,0,1.0,0.0,0.0,4,1.0,0.020248151627750902,0.07560915539984223,0.9041426929724057
2011-12-19,27,27,0,0,1.0,0.0,0.0,27,1.0,0.006990637990506838,0.060926123778488155,0.9320832382310041
2011-12-20,25,25,0,0,1.0,0.0,0.0,25,1.0,0.005892385267113188,0.052364156359101945,0.9417434583737865
2011-12-21,17,17,0,0,1.0,0.0,0.0,17,1.0,0.004080767748886023,0.06152313390013325,0.9343960983509815
2011-12-22,22,22,0,0,1.0,0.0,0.0,22,1.0,0.0053384655132828135,0.07684388485004984,0.9178176496366671
2011-12-23,13,13,0,0,1.0,0.0,0.0,13,1.0,0.0040479934548638555,0.06403328951760144,0.9319187170275361
2011-12-24,1,1,0,0,1.0,0.0,0.0,1,1.0,8.417133208054175e-05,0.002114358771678409,0.9978014698962461
2011-12-25,1,1,0,0,1.0,0.0,0.0,1,1.0,4.178929975790107e-05,0.0021338046299078993,0.9978244060703394
2011-12-26,3,3,0,0,1.0,0.0,0.0,3,1.0,0.0019977731604519473,0.037459626426519545,0.960542600413031
2011-12-27,14,13,0,1,0.9285714285714286,0.0,0.07142857142857142,13,0.9285714285714286,0.003390880303135477,0.07261740965650024,0.9239917100403633
2011-12-28,9,9,0,0,1.0,0.0,0.0,9,1.0,0.0032358144000142115,0.03002343625345102,0.9667407493465358
2011-12-29,11,11,0,0,1.0,0.0,0.0,11,1.0,0.001401106898794783,0.02061414207332566,0.9779847510278792
2011-12-30,18,18,0,0,1.0,0.0,0.0,18,1.0,0.004475392605805025,0.036447091552592334,0.959077515841602
2011-12-31,4,4,0,0,1.0,0.0,0.0,4,1.0,0.004977771188728621,0.018383474902769946,0.9766387539085026
2012-01-01,2,2,0,0,1.0,0.0,0.0,2,1.0,0.005350836976774236,0.0884843130779804,0.9061648499452444
2012-01-02,4,4,0,0,1.0,0.0,0.0,4,1.0,0.005555652257888196,0.02817257508870379,0.9662717726534074
2012-01-03,11,11,0,0,1.0,0.0,0.0,11,1.0,0.004110066097364535,0.05856017417102153,0.9373297597316124
2012-01-04,14,14,0,0,1.0,0.0,0.0,14,1.0,0.008054331046344477,0.051265861964613635,0.940679806989041
2012-01-05,23,22,0,1,0.9565217391304348,0.0,0.043478260869565216,22,0.9565217391304348,0.005603944288005754,0.054974151638657466,0.9394219040733363
2012-01-06,25,25,0,0,1.0,0.0,0.0,25,1.0,0.002483588031757677,0.02566665960473548,0.9718497523635086
2012-01-07,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0012349748562569501,0.032199552686437434,0.9665654724572994
2012-01-08,2,2,0,0,1.0,0.0,0.0,2,1.0,0.00024054686476524464,0.005368174320036161,0.9943912788151925
2012-01-09,34,34,0,0,1.0,0.0,0.0,34,1.0,0.0034807022042262015,0.03384015010896629,0.9626791476868076
2012-01-10,22,22,0,0,1.0,0.0,0.0,22,1.0,0.006446468949565557,0.06677602343255064,0.926777507617884
2012-01-11,32,32,0,0,1.0,0.0,0.0,32,1.0,0.003716103484607418,0.04893367780920048,0.9473502187061922
2012-01-12,25,25,0,0,1.0,0.0,0.0,25,1.0,0.005816567949589873,0.04577383769121845,0.9484095943591924
2012-01-13,25,25,0,0,1.0,0.0,0.0,25,1.0,0.005889649104161372,0.05613006323957065,0.9379802876562678
2012-01-14,4,4,0,0,1.0,0.0,0.0,4,1.0,0.0011308514162381832,0.009584657440493236,0.9892844911432686
2012-01-15,5,5,0,0,1.0,0.0,0.0,5,1.0,0.0009547617070970384,0.008521616489206647,0.9905236218036974
2012-01-16,18,18,0,0,1.0,0.0,0.0,18,1.0,0.002281256822663496,0.04890666151573859,0.9488120816615996
2012-01-17,21,21,0,0,1.0,0.0,0.0,21,1.0,0.005928933454813597,0.058273244081395704,0.9357978224637913
2012-01-18,18,18,0,0,1.0,0.0,0.0,18,1.0,0.0019577061299609812,0.03585802948303732,0.9621842643870013
2012-01-19,37,36,0,1,0.972972972972973,0.0,0.02702702702702703,36,0.972972972972973,0.004259107746641869,0.07315908713919886,0.9225818051141598
2012-01-20,22,22,0,0,1.0,0.0,0.0,22,1.0,0.006057742207707503,0.047303689484266886,0.9466385683080251
2012-01-21,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0037488955507280555,0.056282257223799856,0.9399688472254721
2012-01-22,6,6,0,0,1.0,0.0,0.0,6,1.0,0.0024397080492750455,0.023585344945053502,0.9739749470056734
2012-01-23,33,33,0,0,1.0,0.0,0.0,33,1.0,0.003003445555109961,0.036477181652819324,0.9605193727920717
2012-01-24,48,48,0,0,1.0,0.0,0.0,48,1.0,0.004182688410806025,0.03778219666039367,0.958035114928801
2012-01-25,62,62,0,0,1.0,0.0,0.0,62,1.0,0.0038010667903611906,0.04275853179705864,0.9534404014125805
2012-01-26,43,41,0,2,0.9534883720930233,0.0,0.046511627906976744,41,0.9534883720930233,0.003583281431457736,0.05735763243503697,0.9390590861335049
2012-01-27,25,25,0,0,1.0,0.0,0.0,25,1.0,0.0034579134393904185,0.04724679341050513,0.9492952931501049
2012-01-28,3,3,0,0,1.0,0.0,0.0,3,1.0,0.0027572997061217804,0.031104525961853303,0.9661381743320235
