Date,NB_Article_Count,NB_Positive_Count,NB_Negative_Count,NB_Neutral_Count,NB_Positive_Ratio,NB_Negative_Ratio,NB_Neutral_Ratio,NB_Net_Sentiment,NB_Net_Sentiment_Ratio,NB_negative_Mean_Proba,NB_neutral_Mean_Proba,NB_positive_Mean_Proba
2003-11-14,1,1,0,0,1.0,0.0,0.0,1,1.0,0.010365666595166474,0.11375679719376788,0.8758775362110658
2003-11-19,1,1,0,0,1.0,0.0,0.0,1,1.0,0.004014455883302545,0.18544261218002348,0.810542931936673
2003-11-27,1,0,0,1,0.0,0.0,1.0,0,0.0,0.012117035851586026,0.6487758460903357,0.3391071180580773
2003-12-29,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0036295179593655823,0.31402885624572935,0.6823416257949065
2004-01-07,1,0,0,1,0.0,0.0,1.0,0,0.0,0.010649692194656026,0.6702026174239158,0.319147690381427
2004-01-30,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0019980982943763994,0.030959110656985592,0.9670427910486383
2004-02-03,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0018894969076201733,0.11917803312130305,0.8789324699710751
2004-02-25,1,0,0,1,0.0,0.0,1.0,0,0.0,0.01417546548701649,0.6355290364163377,0.3502954980966466
2004-03-19,1,0,0,1,0.0,0.0,1.0,0,0.0,0.009240162115275835,0.517498791891358,0.4732610459933679
2004-03-24,1,1,0,0,1.0,0.0,0.0,1,1.0,0.007976532288398328,0.27746770552144107,0.7145557621901616
2004-03-26,1,0,0,1,0.0,0.0,1.0,0,0.0,0.011561869934641915,0.6542769151330752,0.3341612149322815
2004-03-30,1,1,0,0,1.0,0.0,0.0,1,1.0,0.013212167131497962,0.3802533147097929,0.6065345181587096
2004-04-06,1,1,0,0,1.0,0.0,0.0,1,1.0,0.008395877757740106,0.47907437188576324,0.5125297503564971
2004-04-13,1,1,0,0,1.0,0.0,0.0,1,1.0,0.00790799803986524,0.39524749056194597,0.5968445113981874
2004-04-19,1,1,0,0,1.0,0.0,0.0,1,1.0,0.009125823151854031,0.4337702314983978,0.557103945349749
2004-05-20,1,1,0,0,1.0,0.0,0.0,1,1.0,0.004415686145087889,0.13863351598556067,0.8569507978693512
2004-05-21,1,1,0,0,1.0,0.0,0.0,1,1.0,0.01195173559326512,0.2556976832585665,0.7323505811481684
2004-06-04,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0027463645682898994,0.13384644734123405,0.863407188090476
2004-06-08,1,0,0,1,0.0,0.0,1.0,0,0.0,0.00790665657653091,0.6454329569056638,0.34666038651780645
2004-06-18,1,1,0,0,1.0,0.0,0.0,1,1.0,0.026938912449505286,0.09586511310811854,0.8771959744423754
2004-06-29,1,0,0,1,0.0,0.0,1.0,0,0.0,0.005923265608749374,0.5192339036835868,0.4748428307076642
2004-07-01,1,1,0,0,1.0,0.0,0.0,1,1.0,0.004693522136813056,0.46089236628646535,0.5344141115767215
2004-07-12,1,1,0,0,1.0,0.0,0.0,1,1.0,0.007998671831529388,0.4142234697487671,0.5777778584197025
2004-07-15,1,1,0,0,1.0,0.0,0.0,1,1.0,0.01931522074811778,0.01834950871132452,0.9623352705405586
2004-07-26,1,0,0,1,0.0,0.0,1.0,0,0.0,0.009650206568921526,0.6335833917842199,0.35676640164685786
2004-08-19,1,1,0,0,1.0,0.0,0.0,1,1.0,0.02580050418474459,0.03126425022040172,0.9429352455948531
2004-08-31,1,1,0,0,1.0,0.0,0.0,1,1.0,0.0066629816736532375,0.40301018705132446,0.5903268312750234
2004-09-15,1,1,0,0,1.0,0.0,0.0,1,1.0,0.004682390970294571,0.3579010298280395,0.6374165792016664
2004-09-24,1,1,0,0,1.0,0.0,0.0,1,1.0,0.009271126175935899,0.2676729236844037,0.7230559501396608
2004-10-15,1,1,0,0,1.0,0.0,0.0,1,1.0,0.009502152549786019,0.1889954744999061,0.8015023729503061
2004-10-19,1,1,0,0,1.0,0.0,0.0,1,1.0,0.007454156195643218,0.1481008352990087,0.8444450085053483
2004-10-20,1,1,0,0,1.0,0.0,0.0,1,1.0,0.008649227214836186,0.3494206827803125,0.6419300900048526
