expirationDate,optionType,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
2026-01-02,call,AAPL260102C00355000,2025-12-04 15:21:15+00:00,355.0,0.01,0.0,0.22,0.0,0.0,,1,0.44482977050781247,False,REGULAR,USD
2026-01-02,call,AAPL260102C00400000,2025-11-14 14:35:36+00:00,400.0,0.11,0.0,0.22,0.0,0.0,2.0,2,0.56836369140625,False,REGULAR,USD
2026-01-02,put,AAPL260102P00110000,2025-12-02 18:10:24+00:00,110.0,0.01,0.0,0.21,0.0,0.0,1.0,1,1.3828155859374998,False,REGULAR,USD
2026-01-02,put,AAPL260102P00125000,2025-12-02 18:10:24+00:00,125.0,0.01,0.0,0.41,0.0,0.0,1.0,1,1.3007847460937496,False,REGULAR,USD
2026-01-02,put,AAPL260102P00130000,2025-12-02 17:41:56+00:00,130.0,0.02,0.0,0.21,0.0,0.0,69.0,69,1.1464886425781249,False,REGULAR,USD
2026-01-02,put,AAPL260102P00135000,2025-12-02 17:41:56+00:00,135.0,0.02,0.0,0.21,0.0,0.0,33.0,33,1.09375453125,False,REGULAR,USD
2026-01-02,put,AAPL260102P00140000,2025-12-02 18:10:24+00:00,140.0,0.01,0.0,0.21,0.0,0.0,71.0,72,1.0410204199218753,False,REGULAR,USD
2026-01-02,put,AAPL260102P00145000,2025-12-02 18:08:58+00:00,145.0,0.01,0.0,0.22,0.0,0.0,5.0,5,0.99804689453125,False,REGULAR,USD
2026-01-02,put,AAPL260102P00150000,2025-12-03 16:36:34+00:00,150.0,0.01,0.0,0.03,0.0,0.0,3.0,547,0.7812521875,False,REGULAR,USD
2026-01-02,put,AAPL260102P00155000,2025-12-04 18:15:59+00:00,155.0,0.01,0.0,0.22,0.0,0.0,1.0,179,0.9023447265625,False,REGULAR,USD
2026-01-02,put,AAPL260102P00175000,2025-11-25 18:53:42+00:00,175.0,0.02,0.0,0.22,0.0,0.0,12.0,12,0.72851833984375,False,REGULAR,USD
2026-01-02,put,AAPL260102P00180000,2025-12-09 14:49:24+00:00,180.0,0.01,0.0,0.03,-0.080000006,-88.88889,1.0,5,0.5625043750000001,False,REGULAR,USD
2026-01-02,put,AAPL260102P00190000,2025-12-01 15:44:09+00:00,190.0,0.02,0.0,0.23,0.0,0.0,6.0,8,0.6132851171875001,False,REGULAR,USD
2026-01-02,put,AAPL260102P00195000,2025-11-26 14:45:29+00:00,195.0,0.06,0.0,0.23,0.0,0.0,200.0,204,0.5751995605468749,False,REGULAR,USD
2026-01-02,put,AAPL260102P00200000,2025-12-08 20:16:33+00:00,200.0,0.03,0.0,0.04,0.0,0.0,10.0,40,0.476567734375,False,REGULAR,USD
2026-01-02,put,AAPL260102P00205000,2025-12-08 16:00:33+00:00,205.0,0.04,0.01,0.04,0.0,0.0,2.0,15,0.44336494140625,False,REGULAR,USD
2026-01-02,put,AAPL260102P00210000,2025-12-08 20:06:42+00:00,210.0,0.04,0.02,0.05,0.0,0.0,5.0,83,0.41992767578125,False,REGULAR,USD
2026-01-02,put,AAPL260102P00215000,2025-12-09 16:12:30+00:00,215.0,0.05,0.03,0.2,0.0,0.0,20.0,639,0.46533737792968755,False,REGULAR,USD
2026-01-02,put,AAPL260102P00220000,2025-12-09 19:24:31+00:00,220.0,0.05,0.05,0.13,-0.02,-28.571428,113.0,534,0.4023497265625,False,REGULAR,USD
2026-01-02,put,AAPL260102P00225000,2025-12-09 20:10:24+00:00,225.0,0.06,0.07,0.09,-0.030000005,-33.333336,11.0,261,0.3505924316406249,False,REGULAR,USD
2026-01-02,put,AAPL260102P00230000,2025-12-09 20:02:47+00:00,230.0,0.09,0.09,0.11,-0.029999994,-24.999994,17.0,207,0.32617861328125,False,REGULAR,USD
2026-01-02,put,AAPL260102P00235000,2025-12-08 16:16:09+00:00,235.0,0.14,0.13,0.17,-0.019999996,-12.499997,3.0,186,0.3129951513671875,False,REGULAR,USD
2026-01-02,put,AAPL260102P00240000,2025-12-09 19:54:11+00:00,240.0,0.17,0.19,0.21,-0.06999999,-29.166664,333.0,371,0.2880930566406249,False,REGULAR,USD
2026-01-02,put,AAPL260102P00245000,2025-12-09 19:49:19+00:00,245.0,0.25,0.27,0.3,-0.09,-26.470589,39.0,349,0.2700268310546875,False,REGULAR,USD
2026-01-02,put,AAPL260102P00250000,2025-12-09 19:28:30+00:00,250.0,0.33,0.4,0.43,-0.14999998,-31.249996,130.0,891,0.25098405273437496,False,REGULAR,USD
2026-01-02,put,AAPL260102P00255000,2025-12-09 20:03:07+00:00,255.0,0.57,0.62,0.65,-0.06999999,-10.937499,415.0,1825,0.23413851806640623,False,REGULAR,USD
2026-01-02,put,AAPL260102P00260000,2025-12-09 20:58:32+00:00,260.0,1.0,0.97,1.07,0.01999998,2.0408144,82.0,3100,0.22217574707031246,False,REGULAR,USD
2026-01-02,put,AAPL260102P00265000,2025-12-09 20:43:30+00:00,265.0,1.61,1.58,1.65,-0.110000014,-6.39535,795.0,909,0.20581848876953124,False,REGULAR,USD
2026-01-02,put,AAPL260102P00270000,2025-12-09 20:59:21+00:00,270.0,2.65,2.53,2.74,0.09000015,3.515631,111.0,867,0.19660227233886718,False,REGULAR,USD
2026-01-02,put,AAPL260102P00275000,2025-12-09 20:58:04+00:00,275.0,4.25,4.15,4.3,0.0,0.0,867.0,1634,0.18457846679687498,False,REGULAR,USD
2026-01-02,put,AAPL260102P00280000,2025-12-09 20:54:41+00:00,280.0,6.58,6.35,6.65,0.029999733,0.45801118,115.0,1165,0.1759725958251953,True,REGULAR,USD
2026-01-02,put,AAPL260102P00285000,2025-12-09 16:05:45+00:00,285.0,9.75,9.1,9.8,-0.23999977,-2.4024003,47.0,428,0.1682212084960938,True,REGULAR,USD
2026-01-02,put,AAPL260102P00290000,2025-12-09 20:59:28+00:00,290.0,13.66,13.05,13.7,0.10999966,0.81180555,33.0,1451,0.16199568481445312,True,REGULAR,USD
2026-01-02,put,AAPL260102P00295000,2025-12-09 15:38:09+00:00,295.0,17.77,17.85,18.4,0.27000046,1.5428598,6.0,62,0.17981777221679687,True,REGULAR,USD
2026-01-02,put,AAPL260102P00300000,2025-12-09 17:58:45+00:00,300.0,21.88,22.1,23.6,-1.4100018,-6.054108,2.0,92,0.23120885986328127,True,REGULAR,USD
2026-01-02,put,AAPL260102P00305000,2025-12-08 20:24:30+00:00,305.0,28.3,26.25,29.55,0.0,0.0,1.0,1,0.3321599987792969,True,REGULAR,USD
2026-01-02,put,AAPL260102P00310000,2025-12-08 20:25:34+00:00,310.0,33.27,31.4,34.45,0.0,0.0,1.0,0,0.3629214099121094,True,REGULAR,USD
2026-01-02,put,AAPL260102P00345000,2025-11-17 14:40:46+00:00,345.0,76.5,66.1,69.55,0.0,0.0,,0,0.5942423388671876,True,REGULAR,USD
2026-01-02,put,AAPL260102P00350000,2025-11-18 14:30:00+00:00,350.0,78.84,71.25,74.45,0.0,0.0,,0,0.6140175317382813,True,REGULAR,USD
2026-01-09,call,AAPL260109C00150000,2025-12-02 15:37:24+00:00,150.0,135.54,126.65,129.85,0.0,0.0,4.0,4,1.169926025390625,True,REGULAR,USD
2026-01-09,call,AAPL260109C00170000,2025-12-05 15:50:38+00:00,170.0,111.4,106.75,109.95,0.0,0.0,1.0,1,0.9770510107421876,True,REGULAR,USD
2026-01-09,call,AAPL260109C00190000,2025-12-04 19:07:04+00:00,190.0,90.59,86.85,90.0,0.0,0.0,,1,0.795900478515625,True,REGULAR,USD
2026-01-09,call,AAPL260109C00195000,2025-12-03 14:36:04+00:00,195.0,93.5,81.95,85.05,0.0,0.0,,2,0.7597680273437502,True,REGULAR,USD
2026-01-09,call,AAPL260109C00200000,2025-12-05 17:47:18+00:00,200.0,79.95,77.25,80.05,0.0,0.0,1.0,3,0.7319362744140624,True,REGULAR,USD
2026-01-09,call,AAPL260109C00210000,2025-12-05 17:11:33+00:00,210.0,69.66,67.05,70.15,0.0,0.0,1.0,3,0.6369665209960937,True,REGULAR,USD
2026-01-09,call,AAPL260109C00220000,2025-12-04 17:32:29+00:00,220.0,61.79,57.55,60.2,0.0,0.0,2.0,25,0.5753216296386718,True,REGULAR,USD
2026-01-09,call,AAPL260109C00225000,2025-12-09 18:52:37+00:00,225.0,54.23,52.15,55.1,1.6499977,3.1380708,1.0,117,0.5105029418945313,True,REGULAR,USD
2026-01-09,call,AAPL260109C00230000,2025-12-05 17:03:33+00:00,230.0,49.65,47.45,50.3,-0.36999893,-0.739702,1.0,11,0.5842326733398437,True,REGULAR,USD
2026-01-09,call,AAPL260109C00235000,2025-12-09 20:48:28+00:00,235.0,44.21,42.6,44.2,0.20999908,0.47727063,15.0,237,0.4681449670410156,True,REGULAR,USD
2026-01-09,call,AAPL260109C00240000,2025-12-09 19:35:37+00:00,240.0,40.01,37.75,39.35,1.1599998,2.9858427,9.0,4,0.43335527587890627,True,REGULAR,USD
2026-01-09,call,AAPL260109C00245000,2025-12-09 18:48:55+00:00,245.0,34.83,33.1,34.3,1.6600037,5.0045333,2.0,149,0.385626260986328,True,REGULAR,USD
2026-01-09,call,AAPL260109C00250000,2025-12-09 19:16:21+00:00,250.0,30.3,28.7,29.15,0.84000015,2.8513243,32.0,32,0.33264827514648443,True,REGULAR,USD
2026-01-09,call,AAPL260109C00255000,2025-12-09 20:38:54+00:00,255.0,24.8,24.05,24.45,0.07999992,0.32362428,15.0,43,0.3031075549316406,True,REGULAR,USD
2026-01-09,call,AAPL260109C00260000,2025-12-09 18:44:53+00:00,260.0,20.78,19.55,20.0,1.1100006,5.6431146,8.0,41,0.28040270385742183,True,REGULAR,USD
2026-01-09,call,AAPL260109C00265000,2025-12-09 19:52:56+00:00,265.0,16.1,15.35,15.75,0.10000038,0.6250024,32.0,107,0.258369232788086,True,REGULAR,USD
2026-01-09,call,AAPL260109C00270000,2025-12-09 20:47:38+00:00,270.0,12.06,11.55,11.9,0.10000038,0.8361236,14.0,52,0.2410354217529297,True,REGULAR,USD
2026-01-09,call,AAPL260109C00275000,2025-12-09 20:56:50+00:00,275.0,8.4,8.3,8.5,-0.5,-5.6179776,409.0,717,0.22565471618652344,True,REGULAR,USD
2026-01-09,call,AAPL260109C00280000,2025-12-09 20:58:00+00:00,280.0,5.68,5.55,5.8,-0.37000036,-6.115709,598.0,927,0.21637746520996093,False,REGULAR,USD
2026-01-09,call,AAPL260109C00285000,2025-12-09 20:51:59+00:00,285.0,3.55,3.5,3.7,-0.4000001,-10.126584,518.0,702,0.20838193969726557,False,REGULAR,USD
2026-01-09,call,AAPL260109C00290000,2025-12-09 20:47:33+00:00,290.0,2.15,2.14,2.23,-0.29999995,-12.244896,596.0,4140,0.20313296874999998,False,REGULAR,USD
2026-01-09,call,AAPL260109C00295000,2025-12-09 20:55:59+00:00,295.0,1.25,1.24,1.3,-0.110000014,-8.088237,593.0,1917,0.20117986328124998,False,REGULAR,USD
2026-01-09,call,AAPL260109C00300000,2025-12-09 20:43:30+00:00,300.0,0.75,0.7,0.75,-0.100000024,-11.764708,403.0,1307,0.20215641601562498,False,REGULAR,USD
2026-01-09,call,AAPL260109C00305000,2025-12-09 19:50:51+00:00,305.0,0.43,0.4,0.43,-0.049999982,-10.416663,156.0,909,0.20459779785156246,False,REGULAR,USD
2026-01-09,call,AAPL260109C00310000,2025-12-09 17:18:01+00:00,310.0,0.25,0.23,0.26,-0.030000001,-10.714286,34.0,344,0.20996883789062498,False,REGULAR,USD
2026-01-09,call,AAPL260109C00315000,2025-12-09 18:18:35+00:00,315.0,0.16,0.13,0.15,-0.010000005,-5.8823557,5.0,511,0.213875048828125,False,REGULAR,USD
2026-01-09,call,AAPL260109C00320000,2025-12-09 20:08:10+00:00,320.0,0.08,0.08,0.11,-0.04,-33.333336,120.0,148,0.22510540527343748,False,REGULAR,USD
2026-01-09,call,AAPL260109C00325000,2025-12-08 20:28:24+00:00,325.0,0.08,0.06,0.08,0.0,0.0,10.0,128,0.23535920898437498,False,REGULAR,USD
2026-01-09,call,AAPL260109C00330000,2025-12-09 20:06:19+00:00,330.0,0.02,0.04,0.05,-0.02,-50.0,103.0,35,0.24024197265624997,False,REGULAR,USD
2026-01-09,call,AAPL260109C00335000,2025-12-08 16:02:33+00:00,335.0,0.02,0.01,0.24,0.0,0.0,1.0,96,0.3188544677734374,False,REGULAR,USD
2026-01-09,call,AAPL260109C00340000,2025-12-08 14:30:00+00:00,340.0,0.04,0.0,0.24,0.0,0.0,4.0,28,0.3393620751953125,False,REGULAR,USD
2026-01-09,call,AAPL260109C00345000,2025-12-05 17:45:39+00:00,345.0,0.05,0.01,0.43,0.0,0.0,2.0,504,0.39502558105468755,False,REGULAR,USD
2026-01-09,call,AAPL260109C00350000,2025-12-03 17:28:16+00:00,350.0,0.01,0.0,0.38,0.0,0.0,1.0,500,0.4074766284179688,False,REGULAR,USD
2026-01-09,call,AAPL260109C00370000,2025-12-02 18:07:51+00:00,370.0,0.01,0.0,0.23,0.0,0.0,1.0,1,0.4506890869140625,False,REGULAR,USD
2026-01-09,call,AAPL260109C00375000,2025-12-03 18:57:53+00:00,375.0,0.01,0.0,0.62,0.0,0.0,8.0,7,0.5456588403320313,False,REGULAR,USD
2026-01-09,call,AAPL260109C00380000,2025-12-03 19:09:48+00:00,380.0,0.02,0.0,0.6,0.0,0.0,3.0,3,0.5039112109375,False,REGULAR,USD
2026-01-09,call,AAPL260109C00400000,2025-12-03 14:30:18+00:00,400.0,0.2,0.0,0.65,0.0,0.0,,1,0.5776409423828125,False,REGULAR,USD
2026-01-09,put,AAPL260109P00185000,2025-12-05 14:47:08+00:00,185.0,0.05,0.0,0.23,0.0,0.0,2.0,3,0.57617611328125,False,REGULAR,USD
2026-01-09,put,AAPL260109P00195000,2025-12-03 19:51:01+00:00,195.0,0.07,0.0,0.24,0.0,0.0,,1,0.5117236328125,False,REGULAR,USD
2026-01-09,put,AAPL260109P00200000,2025-12-09 18:09:58+00:00,200.0,0.05,0.01,0.25,0.0,0.0,10.0,2,0.5293015820312501,False,REGULAR,USD
2026-01-09,put,AAPL260109P00205000,2025-12-08 20:15:57+00:00,205.0,0.05,0.02,0.06,0.0,0.0,10.0,10,0.4101621484375,False,REGULAR,USD
2026-01-09,put,AAPL260109P00210000,2025-12-09 20:50:00+00:00,210.0,0.06,0.04,0.07,-0.010000002,-14.285716,1.0,13,0.38672488281249995,False,REGULAR,USD
2026-01-09,put,AAPL260109P00215000,2025-12-08 14:52:04+00:00,215.0,0.08,0.06,0.09,-0.020000003,-20.000002,10.0,13,0.36914693359375,False,REGULAR,USD
2026-01-09,put,AAPL260109P00220000,2025-12-05 20:41:45+00:00,220.0,0.11,0.08,0.12,0.0,0.0,8.0,29,0.35205726074218746,False,REGULAR,USD
2026-01-09,put,AAPL260109P00225000,2025-12-09 17:12:14+00:00,225.0,0.12,0.12,0.15,-0.04,-25.0,11.0,7,0.3320379296875,False,REGULAR,USD
2026-01-09,put,AAPL260109P00230000,2025-12-09 20:02:47+00:00,230.0,0.16,0.17,0.2,-0.049999997,-23.809523,3.0,48,0.3149482568359374,False,REGULAR,USD
2026-01-09,put,AAPL260109P00235000,2025-12-09 19:49:12+00:00,235.0,0.21,0.23,0.26,-0.07000001,-25.000004,6.0,41,0.2963937548828125,False,REGULAR,USD
2026-01-09,put,AAPL260109P00240000,2025-12-09 20:16:19+00:00,240.0,0.29,0.33,0.36,-0.08000001,-21.621624,30.0,47,0.2805247729492187,False,REGULAR,USD
2026-01-09,put,AAPL260109P00245000,2025-12-09 20:54:49+00:00,245.0,0.46,0.45,0.49,-0.08000001,-14.8148155,115.0,230,0.26319096191406255,False,REGULAR,USD
2026-01-09,put,AAPL260109P00250000,2025-12-09 20:07:01+00:00,250.0,0.62,0.66,0.7,-0.17000002,-21.51899,41.0,312,0.24805439453125,False,REGULAR,USD
2026-01-09,put,AAPL260109P00255000,2025-12-09 20:54:49+00:00,255.0,0.97,0.93,1.02,-0.049999952,-4.901956,460.0,408,0.23365024169921872,False,REGULAR,USD
2026-01-09,put,AAPL260109P00260000,2025-12-09 20:50:00+00:00,260.0,1.36,1.44,1.51,-0.16999996,-11.111109,337.0,553,0.22022264160156246,False,REGULAR,USD
2026-01-09,put,AAPL260109P00265000,2025-12-09 20:58:52+00:00,265.0,2.3,2.13,2.27,-0.16000009,-6.504068,64.0,436,0.20813780151367184,False,REGULAR,USD
2026-01-09,put,AAPL260109P00270000,2025-12-09 19:57:16+00:00,270.0,3.14,3.3,3.45,-0.51,-13.972603,83.0,983,0.1984333087158203,False,REGULAR,USD
2026-01-09,put,AAPL260109P00275000,2025-12-09 20:54:40+00:00,275.0,5.0,4.95,5.15,-0.19999981,-3.8461504,100.0,293,0.18952226501464847,False,REGULAR,USD
2026-01-09,put,AAPL260109P00280000,2025-12-09 20:52:30+00:00,280.0,7.0,7.2,7.45,-0.6799998,-8.854165,1099.0,1267,0.1803670831298828,True,REGULAR,USD
2026-01-09,put,AAPL260109P00285000,2025-12-09 20:52:30+00:00,285.0,10.0,9.8,10.85,-0.8800001,-8.088237,45.0,161,0.18586019226074219,True,REGULAR,USD
2026-01-09,put,AAPL260109P00290000,2025-12-09 19:01:12+00:00,290.0,13.04,13.8,14.35,-1.96,-13.066667,13.0,181,0.17420259399414065,True,REGULAR,USD
2026-01-09,put,AAPL260109P00295000,2025-12-09 20:28:32+00:00,295.0,17.65,18.05,18.65,-0.9899998,-5.3111577,13.0,189,0.1753012158203125,True,REGULAR,USD
2026-01-09,put,AAPL260109P00300000,2025-12-08 14:47:04+00:00,300.0,22.2,21.9,24.1,0.0,0.0,3.0,50,0.2352371398925781,True,REGULAR,USD
2026-01-09,put,AAPL260109P00305000,2025-12-08 18:02:51+00:00,305.0,27.5,26.2,29.5,0.0,0.0,2.0,20,0.29090064575195307,True,REGULAR,USD
2026-01-09,put,AAPL260109P00310000,2025-12-05 18:17:49+00:00,310.0,30.9,31.3,34.35,0.0,0.0,2.0,0,0.3149482568359374,True,REGULAR,USD
2026-01-09,put,AAPL260109P00330000,2025-12-03 18:05:49+00:00,330.0,44.1,51.3,54.35,0.0,0.0,,0,0.4318904467773438,True,REGULAR,USD
2026-01-09,put,AAPL260109P00385000,2025-12-05 19:46:56+00:00,385.0,106.08,106.2,109.45,0.0,0.0,4.0,0,0.7009307250976562,True,REGULAR,USD
2026-01-09,put,AAPL260109P00390000,2025-12-04 16:32:47+00:00,390.0,109.52,111.3,114.35,0.0,0.0,,0,0.7121610815429689,True,REGULAR,USD
2026-01-16,call,AAPL260116C00005000,2025-12-05 15:19:50+00:00,5.0,275.7,270.95,273.45,0.0,0.0,2.0,30,4.187504765625,True,REGULAR,USD
2026-01-16,call,AAPL260116C00010000,2025-11-11 18:30:49+00:00,10.0,264.65,266.15,269.1,0.0,0.0,1.0,1,4.882816396484374,True,REGULAR,USD
2026-01-16,call,AAPL260116C00015000,2025-11-07 20:25:47+00:00,15.0,252.05,260.65,264.1,0.0,0.0,80.0,0,3.746094384765625,True,REGULAR,USD
2026-01-16,call,AAPL260116C00020000,2025-11-07 20:25:47+00:00,20.0,247.35,255.55,259.15,0.0,0.0,80.0,26,3.2929705175781248,True,REGULAR,USD
2026-01-16,call,AAPL260116C00025000,2025-11-12 19:15:36+00:00,25.0,250.05,250.5,254.15,0.0,0.0,2.0,13,2.9414088964843748,True,REGULAR,USD
2026-01-16,call,AAPL260116C00030000,2025-11-25 15:21:43+00:00,30.0,249.09,245.6,249.2,0.0,0.0,2.0,135,2.8496122509765627,True,REGULAR,USD
2026-01-16,call,AAPL260116C00035000,2025-10-01 16:47:36+00:00,35.0,221.72,236.05,239.7,0.0,0.0,1.0,43,1.0000000000000003e-05,True,REGULAR,USD
2026-01-16,call,AAPL260116C00040000,2025-10-24 15:56:09+00:00,40.0,223.28,235.75,239.3,0.0,0.0,2.0,27,2.621097197265625,True,REGULAR,USD
2026-01-16,call,AAPL260116C00045000,2025-09-19 14:46:56+00:00,45.0,197.13,226.05,229.75,0.0,0.0,1.0,90,1.0000000000000003e-05,True,REGULAR,USD
2026-01-16,call,AAPL260116C00050000,2025-11-28 17:20:33+00:00,50.0,227.04,226.85,228.5,0.0,0.0,1.0,1339,2.436527346191406,True,REGULAR,USD
2026-01-16,call,AAPL260116C00055000,2025-11-18 19:12:51+00:00,55.0,213.39,221.8,223.6,0.0,0.0,1.0,292,2.318363579101562,True,REGULAR,USD
2026-01-16,call,AAPL260116C00060000,2025-08-12 16:21:08+00:00,60.0,171.17,0.0,0.0,0.0,0.0,1.0,379,1.0000000000000003e-05,True,REGULAR,USD
2026-01-16,call,AAPL260116C00065000,2025-10-24 14:33:27+00:00,65.0,196.6,211.25,214.45,0.0,0.0,1.0,82,2.16406708984375,True,REGULAR,USD
2026-01-16,call,AAPL260116C00070000,2025-10-15 16:43:18+00:00,70.0,180.48,201.3,204.95,0.0,0.0,45.0,172,1.0000000000000003e-05,True,REGULAR,USD
2026-01-16,call,AAPL260116C00075000,2025-10-01 16:48:20+00:00,75.0,182.23,196.25,200.0,0.0,0.0,2.0,268,1.0000000000000003e-05,True,REGULAR,USD
2026-01-16,call,AAPL260116C00080000,2025-12-05 14:46:56+00:00,80.0,199.93,197.0,198.65,0.0,0.0,56.0,442,1.853516357421875,True,REGULAR,USD
2026-01-16,call,AAPL260116C00085000,2025-11-07 19:15:38+00:00,85.0,184.0,191.85,193.7,0.0,0.0,28.0,230,1.74609501953125,True,REGULAR,USD
2026-01-16,call,AAPL260116C00090000,2025-12-05 20:59:03+00:00,90.0,189.03,187.1,188.7,0.0,0.0,3.0,215,1.7158217333984376,True,REGULAR,USD
2026-01-16,call,AAPL260116C00095000,2025-12-08 16:14:53+00:00,95.0,183.1,180.95,184.5,0.0,0.0,12.0,103,1.5693380908203123,True,REGULAR,USD
2026-01-16,call,AAPL260116C00100000,2025-12-04 19:57:44+00:00,100.0,180.58,177.15,178.75,0.0,0.0,2.0,1953,1.5820333398437496,True,REGULAR,USD
2026-01-16,call,AAPL260116C00105000,2025-12-03 19:43:31+00:00,105.0,180.15,171.95,173.85,0.0,0.0,2.0,200,1.495607990722656,True,REGULAR,USD
2026-01-16,call,AAPL260116C00110000,2025-11-26 18:34:54+00:00,110.0,169.39,167.1,168.35,0.17999268,0.10637236,150.0,353,1.3681672216796876,True,REGULAR,USD
2026-01-16,call,AAPL260116C00115000,2025-11-20 20:39:33+00:00,115.0,153.23,161.85,163.85,0.0,0.0,1.0,290,1.3505891845703122,True,REGULAR,USD
2026-01-16,call,AAPL260116C00120000,2025-12-01 20:46:03+00:00,120.0,162.86,156.75,158.9,0.0,0.0,1.0,797,1.2827184301757812,True,REGULAR,USD
2026-01-16,call,AAPL260116C00125000,2025-11-24 19:36:10+00:00,125.0,151.5,152.05,153.65,0.0,0.0,202.0,922,1.2329139916992187,True,REGULAR,USD
2026-01-16,call,AAPL260116C00130000,2025-12-09 17:25:59+00:00,130.0,148.76,147.45,149.1,1.4799957,1.0048858,1.0,618,1.2812535937499998,True,REGULAR,USD
2026-01-16,call,AAPL260116C00135000,2025-12-01 18:33:30+00:00,135.0,146.21,141.95,144.0,0.0,0.0,10.0,286,1.1572307763671876,True,REGULAR,USD
2026-01-16,call,AAPL260116C00140000,2025-12-08 14:43:48+00:00,140.0,138.9,137.5,139.15,0.6199951,0.4483621,4.0,957,1.1787150439453122,True,REGULAR,USD
2026-01-16,call,AAPL260116C00145000,2025-12-05 15:15:53+00:00,145.0,136.36,132.15,133.45,0.0,0.0,1.0,362,1.0112354125976561,True,REGULAR,USD
2026-01-16,call,AAPL260116C00150000,2025-12-09 16:24:05+00:00,150.0,128.25,127.5,128.5,-0.3999939,-0.31091636,6.0,57111,1.0102588549804685,True,REGULAR,USD
2026-01-16,call,AAPL260116C00155000,2025-12-03 20:58:02+00:00,155.0,130.23,122.35,124.05,0.0,0.0,2.0,2237,1.0012256970214843,True,REGULAR,USD
2026-01-16,call,AAPL260116C00160000,2025-12-09 20:47:42+00:00,160.0,118.5,117.5,118.8,-0.29000092,-0.24412906,11.0,10453,0.9445806323242187,True,REGULAR,USD
2026-01-16,call,AAPL260116C00165000,2025-12-09 19:12:19+00:00,165.0,114.53,112.45,113.85,-6.840004,-5.6356626,2.0,6195,0.8984385156249999,True,REGULAR,USD
2026-01-16,call,AAPL260116C00170000,2025-12-09 16:43:32+00:00,170.0,108.95,107.65,108.5,-0.1000061,-0.09170665,6.0,5098,0.8410660424804688,True,REGULAR,USD
2026-01-16,call,AAPL260116C00175000,2025-12-09 19:12:19+00:00,175.0,104.57,102.45,103.8,-0.19999695,-0.19089143,2.0,16730,0.8061542822265625,True,REGULAR,USD
2026-01-16,call,AAPL260116C00180000,2025-12-08 20:56:09+00:00,180.0,98.0,97.7,98.75,0.0,0.0,35.0,43911,0.7785666674804688,True,REGULAR,USD
2026-01-16,call,AAPL260116C00185000,2025-12-09 17:32:51+00:00,185.0,94.01,92.65,93.75,1.1100006,1.1948338,1.0,6799,0.7331569653320311,True,REGULAR,USD
2026-01-16,call,AAPL260116C00190000,2025-12-09 19:12:19+00:00,190.0,89.65,87.6,88.75,0.6500015,0.7303388,2.0,3953,0.6887238159179689,True,REGULAR,USD
2026-01-16,call,AAPL260116C00195000,2025-12-09 17:32:51+00:00,195.0,84.09,82.6,83.85,1.7899933,2.1749613,1.0,8011,0.6552768847656252,True,REGULAR,USD
2026-01-16,call,AAPL260116C00200000,2025-12-09 19:12:19+00:00,200.0,79.7,78.0,78.85,1.4699936,1.8790662,71.0,21697,0.6389196264648438,True,REGULAR,USD
2026-01-16,call,AAPL260116C00205000,2025-12-09 17:20:36+00:00,205.0,73.6,72.7,74.05,0.25,0.34083164,6.0,6525,0.5937540625000001,True,REGULAR,USD
2026-01-16,call,AAPL260116C00210000,2025-12-09 20:35:10+00:00,210.0,69.08,67.85,68.9,1.0999985,1.6181207,674.0,14001,0.5549360913085939,True,REGULAR,USD
2026-01-16,call,AAPL260116C00215000,2025-12-09 20:54:52+00:00,215.0,63.55,62.9,64.2,0.34999847,0.55379504,71.0,13248,0.5330857238769531,True,REGULAR,USD
2026-01-16,call,AAPL260116C00220000,2025-12-09 20:47:42+00:00,220.0,59.0,57.95,58.9,0.9000015,1.549056,145.0,13769,0.5230760583496092,True,REGULAR,USD
2026-01-16,call,AAPL260116C00225000,2025-12-09 17:51:20+00:00,225.0,54.3,53.05,54.0,0.97999954,1.8379587,8.0,24957,0.49060567993164067,True,REGULAR,USD
2026-01-16,call,AAPL260116C00230000,2025-12-09 19:44:01+00:00,230.0,49.28,48.2,49.0,0.25999832,0.53039235,65.0,20648,0.45093322509765627,True,REGULAR,USD
2026-01-16,call,AAPL260116C00235000,2025-12-09 20:58:14+00:00,235.0,43.8,43.35,44.05,-0.20000076,-0.4545472,45.0,25552,0.4146787048339844,True,REGULAR,USD
2026-01-16,call,AAPL260116C00240000,2025-12-09 20:59:16+00:00,240.0,38.85,38.55,39.2,-0.40000153,-1.0191121,276.0,28871,0.3839172937011719,True,REGULAR,USD
2026-01-16,call,AAPL260116C00245000,2025-12-09 18:09:32+00:00,245.0,34.2,34.1,34.5,-0.27000046,-0.7832911,98.0,18332,0.3596865789794922,True,REGULAR,USD
2026-01-16,call,AAPL260116C00250000,2025-12-09 20:58:48+00:00,250.0,29.3,29.4,29.75,-0.5,-1.6778524,449.0,48187,0.3301458587646484,True,REGULAR,USD
2026-01-16,call,AAPL260116C00255000,2025-12-09 20:45:13+00:00,255.0,24.74,24.85,25.1,-0.44000053,-1.7474207,210.0,32198,0.30225307128906254,True,REGULAR,USD
2026-01-16,call,AAPL260116C00260000,2025-12-09 20:56:50+00:00,260.0,20.58,20.45,20.65,-0.29999924,-1.4367781,177.0,61236,0.278327529296875,True,REGULAR,USD
