Date,Adj Close,return,return_next,label,ret_lag1,ret_lag2,ret_lag3,ret_lag5,vol_5,vol_10,vol_20,vol_30,vol_ratio_10_30,vol_ratio_5_20,price_sma5_ratio,price_sma20_ratio,price_ema10_ratio,sma5_sma20_cross,ema5_ema20_cross,sma10_sma50_cross,sma5_momentum,sma20_momentum,rsi_14,rsi_7,macd,macd_signal,macd_histogram,stoch_k,stoch_d,bb_width,bb_position,price_high20_ratio,price_low20_ratio,vol_change,vol_change_5,vol_ratio_ma,price_vwap_ratio,obv_change,mfi,high_low_ratio,close_open_ratio,high_close_ratio,close_low_ratio,gap,gap_filled,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_month_end,is_month_start,is_quarter_end,roc_5,roc_10,roc_20,return_change,Volume
1995-12-27 05:00:00,0.2429757118225097,0.0097496449025265,-0.011585553726079612,Down,-0.005813586957726158,-0.007695261722105551,-0.0038311858516151265,0.015506674583193991,0.006915410165181412,0.03593974416289997,0.03009766994178341,0.027817015308842438,1.2920057656287618,0.22976563230070032,0.00038774185600165545,-0.10812542064815822,-0.04065612273697272,-0.10847110371708212,-0.07707284107310618,-0.08833711527800996,-0.002312013336862262,-0.010393555393101161,19.27855336013876,18.05847353236726,-0.01274739378368317,-0.008251309419577333,-0.004496084364105837,9.375800664212916,7.417905907206531,0.3382871480562383,0.1803738443318734,-0.19314520692766513,0.023717636981771317,0.9250963391136802,-0.37668312971146345,0.8544535527401201,-0.1002223206347459,7.4840823970037444,28.064538872851926,0.046332510081675646,0.007785094122022821,0.03088600312688805,0.015688844805183445,0.0019493747148291672,1,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,0,0,0,-0.0114497495071747,-0.14802532648235056,-0.1906242039430619,0.015563231860252658,268564800
1995-12-28 05:00:00,0.2401607036590576,-0.011585553726079612,-0.003906331436195787,Down,0.0097496449025265,-0.005813586957726158,-0.007695261722105551,-0.0038168054628995307,0.008115264959795978,0.034896765237139804,0.03003152140562053,0.02749677670022772,1.2691220362414943,0.27022490302495783,-0.007367887043589705,-0.10956624280508953,-0.042760302956358354,-0.10295693079797412,-0.07458804276264079,-0.10331939578855118,-0.0038628782814496,-0.009986187773382338,18.93612501733226,43.33528137885318,-0.013096756153180178,-0.009220398766297903,-0.003876357386882275,4.687300572670085,6.455260105793882,0.348463931809458,0.18557364823059663,-0.20249306648194942,0.011857301298183742,-0.0691438341882481,-0.3164599601898638,0.7774737762389998,-0.10558614398220123,-0.8211382113821138,27.632678519317267,0.027345550539258936,-0.0038908326716322445,0.023439520156999124,0.00392134728389008,-0.007724776868621174,1,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,0,0,0,-0.01915897215186191,-0.16612468183010076,-0.18471296853208574,-0.02133519862860611,249995200
1995-12-29 05:00:00,0.2392225563526153,-0.003906331436195787,0.007842865377588826,Up,-0.011585553726079612,0.0097496449025265,-0.005813586957726158,-0.0038311858516151265,0.008115325276436396,0.03486806262188746,0.029718161668741448,0.027497153819170454,1.2680607909430286,0.27307628804978507,-0.007396199373002843,-0.10526421154602184,-0.03836952007767658,-0.09859725714449104,-0.07176322932259015,-0.11795845418374425,-0.003877919564271748,-0.008695707422322618,12.026564003745364,20.83622281039962,-0.013296060288733869,-0.010035531070785097,-0.0032605292179487717,3.124781575658963,5.7292942708473165,0.3606198701850842,0.20810202031009986,-0.20560839288693522,0.007904651313178412,0.21656735809327543,-0.08633626055650889,0.9272095278418946,-0.10290441991664079,-5.5851501439736735,23.789310144134987,0.023531434655702028,-0.003906030382259896,0.015688844805183313,0.007904582247021797,-3.0223445664245627e-07,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,0,0,0,-0.01923296149119036,-0.16666784325295958,-0.16393546609038778,0.007679222289883825,304136000
1996-01-02 05:00:00,0.2410987466573715,0.007842865377588826,0.0,Down,-0.003906331436195787,-0.011585553726079612,0.0097496449025265,-0.007695261722105551,0.009180021373556094,0.028138688215525866,0.029914958446908013,0.02742430556361834,1.0260492521578812,0.30687060420095835,0.0011679855753374824,-0.09123176049340476,-0.025364736555428702,-0.09229195040195307,-0.06615024684425443,-0.1252235485183941,-0.0007784177859974095,-0.007719414489107734,15.33449259882913,34.615497363356994,-0.013151020595255636,-0.010658628975679206,-0.00249239161957643,6.451238231641546,4.75444012665686,0.3696192088171343,0.25317364921982216,-0.19937808645526112,0.015809511806873067,-0.5419996317436936,-0.4064051164566629,0.42890643859709626,-0.0922414992413857,-0.5578881263176783,26.34532784588859,0.015563226784142233,-0.0038756496675844596,0.0038907287692456476,0.011810354352632918,0.011764108608759358,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,-0.0038754988976046345,-0.08865332236553791,-0.14618146214443684,0.011749196813784613,139294400
1996-01-03 05:00:00,0.2410987466573715,0.0,-0.017508924519323843,Down,0.007842865377588826,-0.003906331436195787,-0.011585553726079612,-0.005813586957726158,0.008734530157777427,0.008612061707881985,0.026808197970854687,0.02737006808406558,0.3146525496800331,0.3258156391916984,0.0007781022808359683,-0.081651989248405,-0.020849117614379797,-0.0823660023549453,-0.060748539732449355,-0.12419000743984154,0.0003895801612912031,-0.010431526102175126,16.429730737478877,37.49945406086501,-0.012887516327200005,-0.011104406445983367,-0.0017831098812166376,6.451238231641546,5.3424193463140135,0.364619846491654,0.2760626854755791,-0.1943588706915219,0.015809511806873067,2.0857923936640668,2.0810854206807963,1.3339589850538756,-0.07880136486953848,0.0,32.9968029117196,0.031129986249429076,0.0039060303822600344,0.02334832090616484,0.007842694567780138,-0.0038908326716323486,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0.0019494211897252978,-0.0038754988976046345,-0.18671089428579657,-0.007842865377588826,429833600
1996-01-04 05:00:00,0.236877366900444,-0.017508924519323843,0.08515125683394231,Up,0.0,0.007842865377588826,-0.003906331436195787,0.0097496449025265,0.009886518892700733,0.008172942654225617,0.026752919216088415,0.02684249446759229,0.30447776244449143,0.3695491625596404,-0.011741157652565781,-0.08737715452892225,-0.03130140334432863,-0.076534601700802,-0.05965687247810506,-0.125774324535562,-0.005062730638627055,-0.011345454229669816,11.889602731837002,31.03705495253243,-0.012870949074122673,-0.01145771497161123,-0.001413234102511443,2.3435777687888923,5.082018077357323,0.35728275566498746,0.25543976545012864,-0.2084644691450187,0.005975699103053733,-0.30163114284225334,0.11772801201050909,0.9408535151244958,-0.0846155835539475,2.7193587662337664,36.3191209261995,0.03168474478426389,-0.025098395819408304,0.0257445425382222,0.005975699107300545,0.007784858766886633,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,-0.02509857827485429,-0.03626095534779572,-0.2009507118501349,-0.017508924519323843,300182400
1996-01-05 05:00:00,0.2570477724075317,0.08515125683394231,0.010947245548221574,Up,-0.017508924519323843,0.0,0.007842865377588826,-0.011585553726079612,0.04064899175239339,0.029243110812954155,0.03417885461717528,0.03158835244982171,0.925756126676162,1.1893023393117887,0.05750931808597093,-0.0031811905051619682,0.041492090283414385,-0.05739004617092096,-0.03797972581060975,-0.12098939990770823,0.014090662379822927,-0.006505677516098207,32.609648943358906,75.36228346186226,-0.01110225635306511,-0.011386623247902006,0.00028436689483689673,54.76314094982319,21.185985650084536,0.34104007317658486,0.4906720917763241,-0.1356458942302574,0.09163579422608237,0.48552346839788085,0.7837462479279602,1.3460176437676323,-0.00037358193505465653,-1.086120355720443,37.08307339527832,0.08394272337771953,0.08300576560677547,0.0,0.09163479786682789,0.0019810524513738407,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,0.0703157031570314,0.04980955440654533,-0.11612642669763662,0.10266018135326616,445928000
1996-01-08 05:00:00,0.2598617374897003,0.010947245548221574,-0.054151074721719095,Down,0.08515125683394231,-0.017508924519323843,0.0,-0.003906331436195787,0.03951119541264677,0.029106839911148822,0.03437884555047265,0.03169339668803426,0.9183881486965905,1.1492880222952766,0.051233914329407604,0.013538665879107015,0.04286432237932658,-0.03585809774254377,-0.021064791705223393,-0.11520051755826688,0.016982155624844397,-0.005729861430228023,46.47918043354767,75.71337935855207,-0.009365531150775042,-0.010982404828476615,0.0016168736777015733,78.78905380418959,45.29859084093388,0.32310552057634156,0.5419016854207378,-0.1261835975937825,0.10358619931470336,-0.7278914981790783,-0.60103111765789,0.36740431260904877,0.012953081156335422,3.4317389927146023,45.52272439521551,0.043321778159784344,0.003622977730287748,0.02526910122206465,0.018384567597191464,0.007297827949749866,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0.0862760663198614,0.06538376056752981,-0.10210667630239645,-0.07420401128572074,121340800
1996-01-09 05:00:00,0.2457899451255798,-0.054151074721719095,0.04580263556428221,Up,0.010947245548221574,0.08515125683394231,-0.017508924519323843,0.007842865377588826,0.051210428551414056,0.034811194938492294,0.0354958512824005,0.031911214045345075,1.0908765454029903,1.4427158865003027,-0.009451175838898651,-0.031959104736220656,-0.011161352579843076,-0.022722684988682143,-0.023418509047514573,-0.11286671039065851,0.0037955160126998955,-0.009696323223537195,53.22624773215111,56.38353526497627,-0.009020655455511534,-0.010590054953883599,0.001569399498372065,33.334507475275615,55.628900743096125,0.2937924201377988,0.39121875670300416,-0.17350169489354528,0.043825820573754726,1.0703341332841054,0.8034895875211063,0.7482053745363328,-0.03827045619462455,-1.6031734686584231,50.288255857315384,0.05725163414823375,-0.05415137919778017,0.05725163414823375,0.0,3.2190803344954814e-07,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,0.01945758131573805,0.015506674583193991,-0.1682540988789596,-0.06509832026994067,251216000
1996-01-10 05:00:00,0.2570477724075317,0.04580263556428221,0.021895766445158005,Up,-0.054151074721719095,0.010947245548221574,0.08515125683394231,0.0,0.05413085526791019,0.03725300732923442,0.03739870473806071,0.03317011236101366,1.1230895730065868,1.4473991985977461,0.02277073664708551,0.01896817376240656,0.027752381046245,-0.003717903483575219,-0.013517074924854986,-0.10671831790217572,0.012855113902506154,-0.0064658095622728284,58.57137669469805,66.37998979290612,-0.007749593911596575,-0.010021962745426195,0.0022723688338296202,69.69941526450279,60.60765884798932,0.26406472342031184,0.571831532506188,-0.13015813629951745,0.09163579422608237,0.4546589389210878,-0.14982542081400807,1.0487490899623448,0.00853814959533028,-3.8663348738002132,60.538727714407905,0.07299455807742321,0.05384607168334835,0.014597586218937763,0.06201867465713894,-0.007632458226469752,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,0.0661514253859874,0.06822980356609065,-0.11326675519854035,0.09995371028600131,365433600
