Date,NB_Article_Count,NB_Positive_Count,NB_Negative_Count,NB_Positive_Ratio,NB_Negative_Ratio,NB_Net_Sentiment,NB_Net_Sentiment_Ratio,NB_negative_Mean_Proba,NB_positive_Mean_Proba
2005-01-20,1,0,1,0.0,1.0,-1,-1.0,0.5458573760770414,0.4541426239229575
2005-01-21,1,1,0,1.0,0.0,1,1.0,0.43620626389981854,0.5637937361001814
2005-01-25,1,0,1,0.0,1.0,-1,-1.0,0.5950701804887778,0.40492981951122203
2005-02-07,1,1,0,1.0,0.0,1,1.0,0.4492479759423489,0.5507520240576517
2005-02-22,1,1,0,1.0,0.0,1,1.0,0.33356866084032705,0.666431339159673
2005-02-28,2,2,0,1.0,0.0,2,1.0,0.3167139616500032,0.6832860383499966
2005-03-05,2,1,1,0.5,0.5,0,0.0,0.4768566351755942,0.5231433648244048
2005-03-08,1,1,0,1.0,0.0,1,1.0,0.05903127314956956,0.9409687268504293
2005-03-11,1,0,1,0.0,1.0,-1,-1.0,0.7637952400510225,0.2362047599489799
2005-03-14,1,1,0,1.0,0.0,1,1.0,0.32075181375322614,0.6792481862467754
2005-03-23,1,1,0,1.0,0.0,1,1.0,0.49490182980871006,0.5050981701912899
2005-04-15,1,1,0,1.0,0.0,1,1.0,0.08674270300999422,0.9132572969900075
2005-04-29,1,0,1,0.0,1.0,-1,-1.0,0.7052549108918867,0.29474508910811315
2005-05-16,1,1,0,1.0,0.0,1,1.0,0.44431395286370706,0.5556860471362927
2005-05-18,1,1,0,1.0,0.0,1,1.0,0.08498359322059483,0.9150164067794035
2005-05-20,1,1,0,1.0,0.0,1,1.0,0.13718380352488374,0.8628161964751144
2005-05-24,2,2,0,1.0,0.0,2,1.0,0.11577305600135737,0.884226943998643
2005-06-03,1,0,1,0.0,1.0,-1,-1.0,0.6263389605297189,0.37366103947028234
2005-06-06,2,1,1,0.5,0.5,0,0.0,0.4537120057049132,0.5462879942950868
2005-06-07,1,1,0,1.0,0.0,1,1.0,0.060353665175985775,0.9396463348240126
2005-06-08,1,1,0,1.0,0.0,1,1.0,0.2675749317117709,0.7324250682882307
2005-06-13,2,2,0,1.0,0.0,2,1.0,0.39863352722886763,0.6013664727711316
2005-06-27,1,1,0,1.0,0.0,1,1.0,0.1580142955515909,0.8419857044484089
2005-06-28,1,1,0,1.0,0.0,1,1.0,0.041841714679331,0.9581582853206695
2005-07-06,1,1,0,1.0,0.0,1,1.0,0.06021306797684935,0.939786932023152
2005-07-14,2,1,1,0.5,0.5,0,0.0,0.27924174124092616,0.7207582587590731
2005-07-15,1,1,0,1.0,0.0,1,1.0,0.051353994551981266,0.9486460054480164
2005-07-26,1,1,0,1.0,0.0,1,1.0,0.2501355021733469,0.7498644978266548
2005-08-02,1,1,0,1.0,0.0,1,1.0,0.4668618841661782,0.5331381158338224
2005-08-16,1,1,0,1.0,0.0,1,1.0,0.06515370012923477,0.9348462998707624
2005-08-17,1,1,0,1.0,0.0,1,1.0,0.05984369382750286,0.940156306172496
2005-08-23,1,0,1,0.0,1.0,-1,-1.0,0.7306754998197402,0.26932450018026044
2005-08-26,1,1,0,1.0,0.0,1,1.0,0.49923716373154886,0.5007628362684521
2005-08-30,2,1,1,0.5,0.5,0,0.0,0.35510642886164995,0.6448935711383506
2005-08-31,2,2,0,1.0,0.0,2,1.0,0.3853758971564464,0.6146241028435531
2005-09-01,1,1,0,1.0,0.0,1,1.0,0.21138476151323177,0.7886152384867692
2005-09-02,1,0,1,0.0,1.0,-1,-1.0,0.6117579453007803,0.38824205469921946
2005-09-06,1,1,0,1.0,0.0,1,1.0,0.3017197504355583,0.6982802495644401
2005-09-07,1,1,0,1.0,0.0,1,1.0,0.22440330058208188,0.7755966994179198
2005-09-08,1,0,1,0.0,1.0,-1,-1.0,0.7095006456046381,0.2904993543953621
2005-09-14,3,3,0,1.0,0.0,3,1.0,0.27384073269580683,0.7261592673041933
2005-09-19,1,0,1,0.0,1.0,-1,-1.0,0.5380136690714568,0.4619863309285442
2005-09-20,1,0,1,0.0,1.0,-1,-1.0,0.5868079115948519,0.4131920884051488
